"","Name","FIDE.ID","Born","Birthplace","Died","Title.Year","Federation","Sex","Notes"
"1717","Timoscenko, Gennadij",14901536,"1949-04-27","Cheliabinsk","",1980,"Soviet Union","M","Di Felice; currently Slovakia"
"1718","Timoshenko, Georgy",14100118,"1966-06-01","Kyiv","",1994,"Ukraine","M","Di Felice"
"1719","Tischbierek, Raj",4611322,"1962-09-24","Leipzig","",1990,"Germany","M","Di Felice"
"1720","Tisdall, Jonathan D.",1500066,"1958-08-26","Buffalo, New York","",1993,"Norway","M","Di Felice"
"1721","Tishin, Petr",4130057,"1976-10-21","","",2002,"Russia","M","Di Felice"
"1722","Tiviakov, Sergei",1008013,"1973-02-14","Krasnodar","",1991,"Russia","M","Di Felice; currently Netherlands"
"1723","Tkachiev, Vladislav",618438,"1973-11-09","Moscow","",1995,"Kazakhstan","M","Di Felice; currently France"
"1724","Todorčević Antić, Miodrag",900060,"1940-11-10","Belgrade","",1989,"Yugoslavia","M","Di Felice; later Serbia and Montenegro; currently Spain"
"1725","Todorov, Todor",2903237,"1974-11-08","Varna","",2006,"Bulgaria","M","Di Felice; currently Belgium"
"1726","Todorović, Goran M.",900168,"1963-05-17","","",1997,"Serbia","M","Di Felice"
"1727","Tolnai, Tibor",700126,"1964-09-23","Hódmező­vásárhely","",1990,"Hungary","M","Di Felice"
"1728","Tolush, Alexander",NA,"1910-05-01","Saint Petersburg","1969-03-03",1953,"Soviet Union","M","Di Felice; Gaige"
"1729","Tomashevsky, Evgeny",4147235,"1987-07-01","Saratov","",2005,"Russia","M","Di Felice"
"1730","Tomczak, Jacek",1124668,"1990-03-05","Śrem","",2012,"Poland","M","Di Felice; title application"
"1731","Topalov, Veselin",2900084,"1975-03-15","Ruse","",1992,"Bulgaria","M","Di Felice"
"1732","Torre Repetto, Carlos",NA,"1905-11-23","Mérida, Yucatán","1978-03-19",1977,"Mexico","M","Di Felice; honorary"
"1733","Torre, Eugenio",5200016,"1951-11-04","Iloilo City","",1974,"Philippines","M","Di Felice"
"1734","Tošić, Miroslav",900460,"1960-06-15","Svrljig","2019-11-24",1998,"Serbia","M","Di Felice"
"1735","Totsky, Leonid",4115228,"1967-08-10","","",2000,"Russia","M","Di Felice"
"1736","Toufighi, Homayoon",12503592,"1990-03-21","Rasht","",2010,"Iran","M","Di Felice; title application"
"1737","Trajković, Predrag",915874,"1970-05-28","Gnjilane","2019-02-13",2008,"Serbia","M","Di Felice; title application"
"1738","Trần, Tuấn Minh",12401820,"1997-10-21","","",2017,"Vietnam","M","Di Felice; title application"
"1739","Tratar, Marko",14600684,"1974-05-20","Ljubljana","",2006,"Slovenia","M","Di Felice"
"1740","Tregubov, Pavel V.",4115341,"1971-12-21","Krasnodar","",1994,"Russia","M","Di Felice"
"1741","Trifunović, Petar",NA,"1910-08-31","Dubrovnik","1980-12-08",1953,"Yugoslavia","M","Di Felice"
"1742","Tringov, Georgi",2900203,"1937-03-07","Plovdiv","2000-07-02",1963,"Bulgaria","M","Di Felice"
"1743","Tristán, Leonardo",113816,"1989-11-22","Necochea","",2020,"Argentina","M","Di Felice; title application"
"1744","Troff, Kayden",2047896,"1998-05-06","Murray, Utah","",2014,"United States","M","Di Felice; title application"
"1745","Tseitlin, Mark D.",2800128,"1943-09-23","Leningrad","",1997,"Israel","M","Di Felice"
"1746","Tseshkovsky, Vitaly",4100921,"1944-09-25","Omsk","2011-12-24",1975,"Soviet Union","M","Di Felice; later Russia"
"1747","Tsydypov, Zhamsaran",4108566,"1996-09-05","Ulan-Ude","",2019,"Russia","M","Di Felice; title application"
"1748","Từ Hoàng Thông",12400076,"1972-06-22","Ho Chi Minh City","",1999,"Vietnam","M","Di Felice"
"1749","Tukhaev, Adam",14109476,"1988-02-14","Kerch","",2007,"Ukraine","M","Di Felice; title application"
"1750","Tukmakov, Vladimir B.",14100096,"1946-03-15","Odessa","",1972,"Soviet Union","M","Di Felice; currently Ukraine"
"1751","Tunik, Gennady",4101219,"1953-05-27","Magadan","",2002,"Russia","M","Di Felice"
"1752","Turner, Matthew J.",402893,"1975-12-11","","",2002,"England","M","Di Felice; currently Scotland"
"1753","Turov, Maxim",4120086,"1979-12-07","Gukovo","",1999,"Russia","M","Di Felice"
"1754","Tyomkin, Dimitri",2803089,"1977-03-25","","",2001,"Canada","M","Di Felice"
"1755","Ubilava, Elizbar",13600052,"1950-08-27","Tbilisi","",1988,"Soviet Union","M","Di Felice; later Georgia; currently Spain"
"1756","Udovčić, Mijo",NA,"1920-09-11","Stara Jošava","1984-04-08",1962,"Yugoslavia","M","Di Felice"
"1757","Uhlmann, Wolfgang",4611284,"1935-03-29","Dresden","2020-08-24",1959,"East Germany","M","Di Felice; later Germany"
"1758","Ulybin, Mikhail",4101405,"1971-05-31","","",1991,"Russia","M","Di Felice"
"1759","Unzicker, Wolfgang",4600126,"1925-06-26","Pirmasens","2006-04-20",1954,"West Germany","M","Di Felice; later Germany"
"1760","Urday, Henry",3800032,"1967-07-05","Lima","",1992,"Peru","M","Di Felice"
"1761","Urkedal, Frode Olav Olsen",1506102,"1993-05-14","Oslo","",2016,"Norway","M","Di Felice; title application"
"1762","Ushenina, Anna",14110911,"1985-08-30","Kharkiv","",2012,"Ukraine","F","Di Felice; Women's World Champion 2012–2013; IM title application"
"1763","Vachier-Lagrave, Maxime",623539,"1990-10-21","Nogent-sur-Marne","",2005,"France","M","Di Felice; title application"
"1764","Vadász, László",700401,"1948-01-27","Kiskun­félegyháza","2005-01-03",1976,"Hungary","M","Di Felice"
"1765","Vaganian, Rafael A.",13300016,"1951-10-15","Yerevan","",1971,"Soviet Union","M","Di Felice; currently Armenia"
"1766","Vahidov, Tair",14200155,"1963-12-11","Samarkand","",2009,"Uzbekistan","M","Di Felice; title application"
"1767","Vaibhav, Suri",5045185,"1997-02-08","New Delhi","",2012,"India","M","Di Felice; title application"
"1768","Vaisser, Anatoly",603252,"1949-03-05","Alma Ata","",1985,"Soviet Union","M","Di Felice; later Russia; currently France"
"1769","Vajda, Levente",1203975,"1981-02-13","Odorheiu Secuiesc","",2001,"Romania","M","Di Felice"
"1770","Vakhidov, Jakhongir",14201801,"1995-04-27","Samarkand","",2014,"Uzbekistan","M","Di Felice; title application"
"1771","Valerga, Diego",100587,"1971-10-01","Buenos Aires","",2008,"Argentina","M","Di Felice; title application"
"1772","Vallejo Pons, Francisco",2205530,"1982-08-21","Mahón","",1999,"Spain","M","Di Felice"
"1773","Valsecchi, Alessio",818860,"1992-04-25","Bergamo","",2019,"Italy","M","title application"
"1774","Van den Doel, Erik",1003720,"1979-05-15","Leiden","",1998,"Netherlands","M","Di Felice"
"1775","Van der Sterren, Paul",1000071,"1956-03-17","Venlo","",1989,"Netherlands","M","Di Felice"
"1776","Van der Weide, Karel",1003143,"1973-08-11","Amsterdam","",2004,"Netherlands","M","Di Felice"
"1777","Van der Wiel, John T. H.",1000020,"1959-08-09","Leiden","",1982,"Netherlands","M","Di Felice"
"1778","Van Foreest, Jorden",1039784,"1999-04-30","Groningen","",2016,"Netherlands","M","Di Felice; title application"
"1779","Van Foreest, Lucas",1039792,"2001-03-03","Groningen","",2018,"Netherlands","M","Di Felice; title application"
"1780","Van Kampen, Robin",1020854,"1994-11-14","Blaricum","",2011,"Netherlands","M","Di Felice; title application"
"1781","Van Wely, Loek",1000268,"1972-10-07","Heesch","",1993,"Netherlands","M","Di Felice"
"1782","Varavin, Viktor",4101766,"1967-05-23","","",1995,"Russia","M","Di Felice"
"1783","Varga, Zoltán",700509,"1970-07-12","","",1995,"Hungary","M","Di Felice"
"1784","Vasilev, Milen",2903628,"1978-06-06","Burgas","",2009,"Bulgaria","M","Di Felice; title application"
"1785","Vasiukov, Evgeni",4100522,"1933-03-05","Moscow","2018-05-10",1961,"Russia","M","Di Felice"
"1786","Vásquez Schroeder, Rodrigo",3400042,"1969-12-06","","",2004,"Chile","M","Di Felice"
"1787","Vaulin, Alexander",4101634,"1957-03-18","","2008",1994,"Russia","M","Di Felice"
"1788","Vavulin, Maxim",4169530,"1998-05-06","Moscow","",2018,"Russia","M","Di Felice; title application"
"1789","Vázquez Igarza, Renier",3503054,"1979-01-08","","",2007,"Spain","M","Di Felice; title application"
"1790","Velička, Petr",300659,"1967-02-26","Frýdek-Místek","",2007,"Czech Republic","M","Di Felice; title application"
"1791","Velikov, Petar",2900149,"1951-03-30","Tolbukhin","",1982,"Bulgaria","M","Di Felice"
"1792","Velimirović, Dragoljub",900079,"1942-05-12","Valjevo","2014-05-22",1973,"Yugoslavia","M","Di Felice; later Serbia"
"1793","Velten, Paul",681091,"1993-08-10","Hanoi","",2018,"France","M","title application"
"1794","Venkatesh, M. R.",5005779,"1985-05-20","Chennai","",2012,"India","M","Di Felice; title application"
"1795","Vera González-Quevedo, Reynaldo",3500055,"1961-01-07","Unión de Reyes","",1988,"Cuba","M","Di Felice"
"1796","Vera Sigueñas, Deivy",3804623,"1992-01-18","Chicama","",2020,"Peru","M","title application"
"1797","Vescovi, Giovanni",2100789,"1978-06-14","Porto Alegre","",1998,"Brazil","M","Di Felice"
"1798","Vetoshko, Volodymyr",14122480,"1998-04-16","Horodok","",2017,"Ukraine","M","Di Felice; title application"
"1799","Vidmar, Milan",NA,"1885-06-22","Ljubljana","1962-10-09",1950,"Yugoslavia","M","Di Felice"
"1800","Vila Gázquez, Xavier",2261090,"1990-03-08","Barcelona","",2011,"Spain","M","Di Felice; title application"
"1801","Villamayor, Buenaventura",5200393,"1967-05-04","Mauban","",2000,"Philippines","M","Di Felice; currently Singapore"
"1802","Visakh N. R.",25012223,"1999-04-24","Nagercoil","",2019,"India","M","title application"
"1803","Vishnu Prasanna V.",5030692,"1989-08-12","Chennai","",2013,"India","M","Di Felice; title application"
"1804","Visser, Yge",1000578,"1963-07-29","Sneek","",2006,"Netherlands","M","Di Felice"
"1805","Vitiugov, Nikita",4152956,"1987-02-04","Leningrad","",2007,"Russia","M","Di Felice; title application"
"1806","Vladimirov, Yevgeniy",13700014,"1957-01-20","Alma Ata","",1989,"Soviet Union","M","Di Felice; currently Kazakhstan"
"1807","Vocaturo, Daniele",813192,"1989-12-16","Vitinia","",2009,"Italy","M","Di Felice; title application"
"1808","Vogt, Lothar",4611292,"1952-01-17","Görlitz","",1976,"Germany","M","Di Felice"
"1809","Voitsekhovsky, Stanislav",4113470,"1964-08-06","","",1999,"Russia","M","Di Felice"
"1810","Vokáč, Marek",300101,"1958-12-06","Prague","",1999,"Czech Republic","M","Di Felice"
"1811","Vokarev, Sergey",4119711,"1970-08-28","Yekaterinburg","",2008,"Russia","M","Di Felice; title application"
"1812","Vokhidov, Shamsiddin",14204223,"2002-01-11","","",2020,"Uzbekistan","M","title application"
"1813","Volkov, Sergey",4122763,"1974-02-07","Saransk","",1998,"Russia","M","Di Felice"
"1814","Volodin, Aleksandr",4501950,"1990-12-10","Kohtla-Järve","",2011,"Estonia","M","Di Felice; IM title application"
"1815","Volokitin, Andrei",14107090,"1986-06-18","Lviv","",2001,"Ukraine","M","Di Felice"
"1816","Voloshin, Leon",311111,"1964-05-10","Kazan","",2003,"Czech Republic","M","Di Felice"
"1817","Volzhin, Alexander",4115031,"1971-02-02","Makhachkala","",1997,"Russia","M","Di Felice"
"1818","Vorobiov, Evgeny E.",4121341,"1976-12-13","","",2000,"Russia","M","Di Felice"
"1819","Vorontsov, Pavlo",14116367,"1998-01-23","Kyiv","",2017,"Ukraine","M","Di Felice; title application"
"1820","Vorotnikov, Vladislav V.",4103009,"1947-08-17","Leningrad","",2005,"Russia","M","Di Felice"
"1821","Votava, Jan",300535,"1974-11-29","","",1999,"Czech Republic","M","Di Felice"
"1822","Vovk, Andriy",14114470,"1991-11-22","Lviv","",2009,"Ukraine","M","Di Felice; title application"
"1823","Vovk, Yuri",14113171,"1988-11-11","Lviv","",2008,"Ukraine","M","Di Felice; title application"
"1824","Vučković, Bojan",922277,"1980-09-12","Belgrade","",2001,"Serbia","M","Di Felice"
"1825","Vukić, Milan",900273,"1942-08-19","Sanski Most","",1975,"Yugoslavia","M","Di Felice; currently Bosnia and Herzegovina"
"1826","Vul, Arkadi Eremeevich",4104307,"1953-09-11","","",2003,"Russia","M","Di Felice; title application"
"1827","Vysochin, Spartak",14103516,"1975-04-30","Kyiv","",2001,"Ukraine","M","Di Felice"
"1828","Vyzmanavin, Alexey",4100190,"1960-12-04","Moscow","2000-01-06",1989,"Russia","M","Di Felice"
"1829","Wagner, Dennis",24650684,"1997-06-19","Kassel","",2015,"Germany","M","Di Felice; title application"
"1830","Wahls, Matthias",4600070,"1968-01-25","","",1989,"Germany","M","Di Felice"
"1831","Wan Yunguo",8603189,"1990-06-28","Shandong","",2016,"China","M","Di Felice; title application"
"1832","Wang Hao",8602883,"1989-08-04","Harbin","",2005,"China","M","Di Felice"
"1833","Wang Rui",8601003,"1978-04-18","Hebei","",2009,"China","M","Di Felice; title application"
"1834","Wang Yue",8601429,"1987-03-31","Taiyuan","",2004,"China","M","Di Felice"
"1835","Wang Zili",8600023,"1968-06-14","","",1995,"China","M","Di Felice"
"1836","Warakomski, Tomasz",1124552,"1989-06-22","Suwałki","",2017,"Poland","M","Di Felice; title application"
"1837","Ward, Chris G",400203,"1968-03-26","","",1996,"England","M","Di Felice"
"1838","Warmerdam, Max",1048104,"2000-03-30","Tegelen","",2021,"Netherlands","M","title application"
"1839","Watson, William N.",400157,"1962-04-18","Baghdad","",1990,"England","M","Di Felice"
"1840","Wedberg, Tom",1700073,"1953-11-26","Stockholm","",1990,"Sweden","M","Di Felice"
"1841","Wei Yi",8603405,"1999-06-02","Wuxi","",2013,"China","M","Di Felice; title application"
"1842","Wells, Peter K.",400327,"1965-04-17","Portsmouth","",1994,"England","M","Di Felice"
"1843","Wen Yang",8602956,"1988-07-07","Shandong","",2008,"China","M","Di Felice; title application"
"1844","Werle, Jan",1006088,"1984-01-15","Warnsveld","",2006,"Netherlands","M","Di Felice"
"1845","Westerberg, Jonathan",1701754,"1994-02-25","","",2021,"Sweden","M","title application"
"1846","Westerinen, Heikki M. J.",500020,"1944-04-27","Helsinki","",1975,"Finland","M","Di Felice"
"1847","Wieczorek, Oskar",1133950,"1994-06-13","Wrocław","",2019,"Poland","M","title application"
"1848","Wilder, Michael",2000130,"1962-08-17","Philadelphia","",1988,"United States","M","Di Felice"
"1849","Williams, Simon K.",404454,"1979-11-30","Guildford","",2008,"England","M","Di Felice"
"1850","Winants, Luc",200018,"1963-01-01","Brussels","",1998,"Belgium","M","Di Felice"
"1851","Wirig, Anthony",615013,"1983-02-03","Thionville","",2011,"France","M","Di Felice; title application"
"1852","Wojtaszek, Radosław",1118358,"1987-01-13","Elbląg","",2005,"Poland","M","Di Felice; title application"
"1853","Wojtkiewicz, Aleksander",1100025,"1963-01-15","Riga","2006-07-14",1990,"Poland","M","Di Felice; later United States"
"1854","Wolff, Patrick",2000148,"1968-02-15","New York City","",1990,"United States","M","Di Felice"
"1855","Womacka, Mathias",4611390,"1966-06-26","Karl-Marx-Stadt","",2010,"Germany","M","Di Felice; title application"
"1856","Wong Meng Kong",5800030,"1963-09-18","Singapore","",1999,"Singapore","M","Di Felice"
"1857","Wu Shaobin",5800714,"1969-02-04","","",1998,"China","M","Di Felice; currently Singapore"
"1858","Wu Wenjin",8600716,"1976-03-10","","",2000,"China","M","Di Felice"
"1859","Xie Jun",8600147,"1970-10-30","Baoding","",1993,"China","F","FIDE Golden Book; Di Felice"
"1860","Xiong, Jeffery",2047640,"2000-10-30","Plano","",2015,"United States","M","Di Felice; title application"
"1861","Xiu Deshun",8603693,"1989-02-01","Qingdao","",2011,"China","M","Di Felice; title application"
"1862","Xu Jun",8600031,"1962-09-17","Suzhou","",1994,"China","M","Di Felice"
"1863","Xu Xiangyu",8608288,"1999-09-19","Taiyuan","",2017,"China","M","GM title application"
"1864","Xu Yi",8605564,"1998-05-28","Shanghai","",2019,"China","M","title application"
"1865","Xu Yinglun",8604940,"1996-12-03","Harbin","",2017,"China","M","title application"
"1866","Xu Yuhua",8600635,"1976-10-29","Jinhua","",2007,"China","F","Di Felice"
"1867","Yagupov, Igor",4113632,"1965-10-13","Tula","",2003,"Russia","M","Di Felice"
"1868","Yakovich, Yuri",4100654,"1962-11-30","Kuybyshev","",1990,"Russia","M","Di Felice"
"1869","Yakubboev, Nodirbek",14203987,"2002-01-23","","",2019,"Uzbekistan","M","title application"
"1870","Yandemirov, Valeri",4102622,"1963-02-11","Kazan","2017-11-16",1997,"Russia","M","Di Felice"
"1871","Yang, Darwin",2029111,"1996-12-04","Dallas","",2016,"United States","M","Di Felice; title application"
"1872","Yang Kaiqi",8604398,"1988-05-06","Heilongjiang","",2019,"Canada","M","Di Felice; title application"
"1873","Yanofsky, Daniel",2600080,"1925-03-26","Brody","2000-03-05",1964,"Canada","M","Di Felice"
"1874","Ye Jiangchuan",8600040,"1960-11-20","Shanxi","",1993,"China","M","Di Felice"
"1875","Ye Rongguang",8600015,"1963-10-03","Wenzhou","",1990,"China","M","Di Felice"
"1876","Yegiazarian, Arsen",13300520,"1970-06-18","Yerevan","2020-04-20",2001,"Armenia","M","Di Felice"
"1877","Yemelin, Vasily",4113217,"1976-02-01","Leningrad","",1994,"Russia","M","Di Felice"
"1878","Yermolinsky, Alex",2005492,"1958-04-11","Leningrad","",1992,"United States","M","Di Felice"
"1879","Yevseev, Denis",4126378,"1973-07-03","Murmansk","",2003,"Russia","M","Di Felice"
"1880","Yılmaz, Mustafa",6302718,"1992-11-05","Kastamonu","",2012,"Turkey","M","Di Felice; title application"
"1881","Yrjölä, Jouni",500011,"1959-10-24","Vilppula","",1990,"Finland","M","Di Felice"
"1882","Yu Ruiyuan",8603090,"1991-09-01","Guangdong","",2012,"China","M","Di Felice; title application"
"1883","Yu Shaoteng",8600660,"1979-03-26","Guangzhou","",2004,"China","M","Di Felice; title application"
"1884","Yu Yangyi",8603820,"1994-06-08","Hubei","",2009,"China","M","Di Felice; title application"
"1885","Yudasin, Leonid",2802341,"1959-08-08","Leningrad","",1990,"Soviet Union","M","Di Felice; FIDE Golden Book; currently Israel"
"1886","Yudin, Sergei",4159659,"1986-06-10","Novosibirsk","",2009,"Russia","M","Di Felice; title application"
"1887","Yuffa, Daniil",24131423,"1997-02-25","Tyumen","",2016,"Russia","M","Di Felice; title application"
"1888","Yurtaev, Leonid",13800019,"1959-05-01","Frunze","2011-06-02",1996,"Kyrgyzstan","M","Di Felice"
"1889","Zablotsky, Sergei",4131606,"1982-01-15","Krasnoyarsk","",2010,"Russia","M","Di Felice; title application"
"1890","Zaibi, Amir",5500796,"1988-05-22","","",2020,"Tunisia","M","Di Felice; winner Arab championship 2019"
"1891","Zagorskis, Darius",12800120,"1969-11-20","Kaunas","",2013,"Lithuania","M","Di Felice; title application"
"1892","Zagrebelny, Sergey",14200040,"1965-04-09","","",1993,"Uzbekistan","M","Di Felice"
"1893","Zaichik, Gennadi",13600109,"1957-02-11","Tbilisi","",1984,"Soviet Union","M","Di Felice; later Georgia; currently United States"
